MeetingDate,MeetingType,BodyName,EventInSiteURL,EventAgendaFile,EventMinutesFile,EventVideoPath,MatterTypeName,MatterRequester,AgendaItemNumber,AgendaItemTitle,AgendaItemDescription,MatterPassedDate,MatterNotes,EventItemConsent,EventItemPassedFlag,EventItemTally,IndexName,ActionName,ActionText,EventItemAgendaNote,EventItemMinutesNote,Mover,Seconder,MatterSponsors,MatterAttachmentURLs,EventItemVideo,ResultsURL,FileNumber,FileDetailURL,Kate Gallego (Mayor),Thelda Williams (D1-Vice Mayor),Jim Waring (D2),Debra Stark (D3),Laura Pastor (D4),Betty Guardado (D5),Sal DiCiccio (D6),Michael Nowakowski (D7),Carlos Garcia (D8)
2020-01-08,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=1686&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=A&ID=725882&GUID=9E5D0DD1-72C1-40C0-A578-10F46EDB450A&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=M&ID=725882&GUID=9E5D0DD1-72C1-40C0-A578-10F46EDB450A&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,License - Liquor,,10,Liquor License - Sushivibe,,,,1,1,,,recommended for approval,This item was recommended for approval.,,,,,,,https://youtu.be/1YQ40-SUAXE?si=43_aJD24dZdib3EE,https://phoenix.legistar.com/View.ashx?M=E2&ID=725882&GUID=9E5D0DD1-72C1-40C0-A578-10F46EDB450A&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,19-3242,https://phoenix.legistar.com/LegislationDetail.aspx?ID=4292796&GUID=D0BB68A7-65D2-49D7-BE3B-385C0D57468C&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C&Options=&Search=,Yes,Yes,Yes,Yes,Yes,Absent,Absent,Yes,Yes
2020-01-08,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=1686&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=A&ID=725882&GUID=9E5D0DD1-72C1-40C0-A578-10F46EDB450A&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=M&ID=725882&GUID=9E5D0DD1-72C1-40C0-A578-10F46EDB450A&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,License - Liquor,,30,Liquor License - Pizzeria Bianco,,,,1,1,,,recommended for approval,This item was recommended for approval.,,,,,,,https://youtu.be/1YQ40-SUAXE?si=43_aJD24dZdib3EE,https://phoenix.legistar.com/View.ashx?M=E2&ID=725882&GUID=9E5D0DD1-72C1-40C0-A578-10F46EDB450A&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,19-3244,https://phoenix.legistar.com/LegislationDetail.aspx?ID=4292798&GUID=D922EF43-98E7-46AF-AFF9-608560FED5BC&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C&Options=&Search=,Yes,Yes,Yes,Yes,Yes,Absent,Absent,Yes,Yes
2020-01-08,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=1686&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=A&ID=725882&GUID=9E5D0DD1-72C1-40C0-A578-10F46EDB450A&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=M&ID=725882&GUID=9E5D0DD1-72C1-40C0-A578-10F46EDB450A&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,License - Liquor,,17,Liquor License - Syndicate,,,,1,1,,,recommended for approval,This item was recommended for approval.,,,,,,,https://youtu.be/1YQ40-SUAXE?si=43_aJD24dZdib3EE,https://phoenix.legistar.com/View.ashx?M=E2&ID=725882&GUID=9E5D0DD1-72C1-40C0-A578-10F46EDB450A&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,19-3246,https://phoenix.legistar.com/LegislationDetail.aspx?ID=4292800&GUID=181F57DD-03DF-48AA-B296-58004CAA2589&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C&Options=&Search=,Yes,Yes,Yes,Yes,Yes,Absent,Absent,Yes,Yes
2020-01-08,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=1686&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=A&ID=725882&GUID=9E5D0DD1-72C1-40C0-A578-10F46EDB450A&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=M&ID=725882&GUID=9E5D0DD1-72C1-40C0-A578-10F46EDB450A&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,License - Liquor,,31,Liquor License - Taco Boys,,,,1,1,,,recommended for approval,This item was recommended for approval.,,,,,,,https://youtu.be/1YQ40-SUAXE?si=43_aJD24dZdib3EE,https://phoenix.legistar.com/View.ashx?M=E2&ID=725882&GUID=9E5D0DD1-72C1-40C0-A578-10F46EDB450A&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,19-3248,https://phoenix.legistar.com/LegislationDetail.aspx?ID=4292801&GUID=0E4E68D7-751A-4870-A8A3-5E5C7CAFDD53&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C&Options=&Search=,Yes,Yes,Yes,Yes,Yes,Absent,Absent,Yes,Yes
2020-01-08,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=1686&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=A&ID=725882&GUID=9E5D0DD1-72C1-40C0-A578-10F46EDB450A&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=M&ID=725882&GUID=9E5D0DD1-72C1-40C0-A578-10F46EDB450A&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,License - Liquor,,9,Liquor License - Los Diablos,,,,1,1,,,recommended for approval,This item was recommended for approval.,,,,,,,https://youtu.be/1YQ40-SUAXE?si=43_aJD24dZdib3EE,https://phoenix.legistar.com/View.ashx?M=E2&ID=725882&GUID=9E5D0DD1-72C1-40C0-A578-10F46EDB450A&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,19-3249,https://phoenix.legistar.com/LegislationDetail.aspx?ID=4292802&GUID=184BCAD9-2DBE-482A-BACE-6FBBC028FE33&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C&Options=&Search=,Yes,Yes,Yes,Yes,Yes,Absent,Absent,Yes,Yes
2020-01-08,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=1686&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=A&ID=725882&GUID=9E5D0DD1-72C1-40C0-A578-10F46EDB450A&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=M&ID=725882&GUID=9E5D0DD1-72C1-40C0-A578-10F46EDB450A&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,License - Liquor,,11,Liquor License - Hensley Beverage Company,,,,1,1,,,recommended for approval,This item was recommended for approval.,,,,,,,https://youtu.be/1YQ40-SUAXE?si=43_aJD24dZdib3EE,https://phoenix.legistar.com/View.ashx?M=E2&ID=725882&GUID=9E5D0DD1-72C1-40C0-A578-10F46EDB450A&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,19-3252,https://phoenix.legistar.com/LegislationDetail.aspx?ID=4292804&GUID=E696670D-6186-4A3D-816C-6CA26C04EDFF&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C&Options=&Search=,Yes,Yes,Yes,Yes,Yes,Absent,Absent,Yes,Yes
2020-01-08,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=1686&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=A&ID=725882&GUID=9E5D0DD1-72C1-40C0-A578-10F46EDB450A&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=M&ID=725882&GUID=9E5D0DD1-72C1-40C0-A578-10F46EDB450A&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,License - Liquor,,14,Liquor License - Ginban Sushi,,,,1,1,,,recommended for approval,This item was recommended for approval.,,,,,,,https://youtu.be/1YQ40-SUAXE?si=43_aJD24dZdib3EE,https://phoenix.legistar.com/View.ashx?M=E2&ID=725882&GUID=9E5D0DD1-72C1-40C0-A578-10F46EDB450A&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,19-3256,https://phoenix.legistar.com/LegislationDetail.aspx?ID=4292806&GUID=B4943C19-A070-41A7-977A-6A87664A1B29&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C&Options=&Search=,Yes,Yes,Yes,Yes,Yes,Absent,Absent,Yes,Yes
2020-01-08,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=1686&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=A&ID=725882&GUID=9E5D0DD1-72C1-40C0-A578-10F46EDB450A&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=M&ID=725882&GUID=9E5D0DD1-72C1-40C0-A578-10F46EDB450A&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,License - Liquor,,29,Liquor License - Herbal Nails & Spa in Laveen,,,,1,1,,,recommended for approval,This item was recommended for approval.,,,,,,,https://youtu.be/1YQ40-SUAXE?si=43_aJD24dZdib3EE,https://phoenix.legistar.com/View.ashx?M=E2&ID=725882&GUID=9E5D0DD1-72C1-40C0-A578-10F46EDB450A&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,19-3262,https://phoenix.legistar.com/LegislationDetail.aspx?ID=4292808&GUID=C7CBFDCF-74D9-46D1-9BFB-041B31FBFBFA&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C&Options=&Search=,Yes,Yes,Yes,Yes,Yes,Absent,Absent,Yes,Yes
2020-01-08,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=1686&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=A&ID=725882&GUID=9E5D0DD1-72C1-40C0-A578-10F46EDB450A&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=M&ID=725882&GUID=9E5D0DD1-72C1-40C0-A578-10F46EDB450A&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,License - Liquor,,27,Liquor License - Breakroom Bar & Grill,,,,1,1,,,recommended for approval,This item was recommended for approval.,,,,,,,https://youtu.be/1YQ40-SUAXE?si=43_aJD24dZdib3EE,https://phoenix.legistar.com/View.ashx?M=E2&ID=725882&GUID=9E5D0DD1-72C1-40C0-A578-10F46EDB450A&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,19-3277,https://phoenix.legistar.com/LegislationDetail.aspx?ID=4292818&GUID=DEC85F21-C6BC-417C-A807-CDDE80D66D60&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C&Options=&Search=,Yes,Yes,Yes,Yes,Yes,Absent,Absent,Yes,Yes
2020-01-08,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=1686&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=A&ID=725882&GUID=9E5D0DD1-72C1-40C0-A578-10F46EDB450A&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=M&ID=725882&GUID=9E5D0DD1-72C1-40C0-A578-10F46EDB450A&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,License - Liquor,,22,Liquor License - Angry Crab Shack Restaurant,,,,1,1,,,recommended for approval,This item was recommended for approval.,,,,,,,https://youtu.be/1YQ40-SUAXE?si=43_aJD24dZdib3EE,https://phoenix.legistar.com/View.ashx?M=E2&ID=725882&GUID=9E5D0DD1-72C1-40C0-A578-10F46EDB450A&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,19-3280,https://phoenix.legistar.com/LegislationDetail.aspx?ID=4292819&GUID=F20FE83F-5858-4812-9DCA-93C4A92EF8FF&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C&Options=&Search=,Yes,Yes,Yes,Yes,Yes,Absent,Absent,Yes,Yes
2020-01-08,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=1686&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=A&ID=725882&GUID=9E5D0DD1-72C1-40C0-A578-10F46EDB450A&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=M&ID=725882&GUID=9E5D0DD1-72C1-40C0-A578-10F46EDB450A&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,License - Liquor,,12,Liquor License - Hensley & Company,,,,1,1,,,recommended for approval,This item was recommended for approval.,,,,,,,https://youtu.be/1YQ40-SUAXE?si=43_aJD24dZdib3EE,https://phoenix.legistar.com/View.ashx?M=E2&ID=725882&GUID=9E5D0DD1-72C1-40C0-A578-10F46EDB450A&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,19-3283,https://phoenix.legistar.com/LegislationDetail.aspx?ID=4292820&GUID=C8D1F744-B60F-4C12-A535-4963E3BEB63A&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C&Options=&Search=,Yes,Yes,Yes,Yes,Yes,Absent,Absent,Yes,Yes
2020-01-08,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=1686&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=A&ID=725882&GUID=9E5D0DD1-72C1-40C0-A578-10F46EDB450A&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=M&ID=725882&GUID=9E5D0DD1-72C1-40C0-A578-10F46EDB450A&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,License - Liquor,,3,Liquor License - Morning Ritual,,,,1,1,,,recommended for approval,This item was recommended for approval.,,,,,,,https://youtu.be/1YQ40-SUAXE?si=43_aJD24dZdib3EE,https://phoenix.legistar.com/View.ashx?M=E2&ID=725882&GUID=9E5D0DD1-72C1-40C0-A578-10F46EDB450A&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,19-3343,https://phoenix.legistar.com/LegislationDetail.aspx?ID=4292842&GUID=593CF370-E09C-4C3A-B064-88301B4B1D4A&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C&Options=&Search=,Yes,Yes,Yes,Yes,Yes,Absent,Absent,Yes,Yes
