MeetingDate,MeetingType,BodyName,EventInSiteURL,EventAgendaFile,EventMinutesFile,EventVideoPath,MatterTypeName,MatterRequester,AgendaItemNumber,AgendaItemTitle,AgendaItemDescription,MatterPassedDate,MatterNotes,EventItemConsent,EventItemPassedFlag,EventItemTally,IndexName,ActionName,ActionText,EventItemAgendaNote,EventItemMinutesNote,Mover,Seconder,MatterSponsors,MatterAttachmentURLs,EventItemVideo,ResultsURL,FileNumber,FileDetailURL,Kate Gallego (Mayor),Ann O'Brien (D1-Vice Mayor),Jim Waring (D2),Debra Stark (D3),Laura Pastor (D4),Betty Guardado (D5),Kevin Robinson (D6),Yassamin Ansari (D7),Kesha Hodge Washington (D8)
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=A&ID=1137951&GUID=472B0DA5-8E58-479D-91D0-1A3C1F7F8ACC&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=M&ID=1137951&GUID=472B0DA5-8E58-479D-91D0-1A3C1F7F8ACC&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,Ordinance-S,,47,Intergovernmental Agreement with City of Peoria to Accept and Process Recyclable Materials (Ordinance S-50513),"The City of Peoria has requested to enter into an IGA with the City of Phoenix to accept and process its recyclable material. The City of Phoenix can accept these materials with terms to address changing market conditions, resulting in lower commodity prices and increased processing costs from contamination in the recyclables. This IGA will authorize the City of Phoenix to charge a processing fee to the City of Peoria for recycling tonnage processed at the City's MRFs, which is designed to ensure all costs associated with processing recyclables are recovered by the fee. The terms of this IGA include: Annually, the City of Peoria will deliver up to 20,000 tons of recyclable materials to the City's MRFs. The one-year term of this IGA will begin on or about Jan. 1, 2024 and conclude on or about Dec. 31, 2024. Provisions of the IGA include four, one-year options to extend the agreement. The City of Peoria will be paying City of Phoenix to accept recyclables to cover all expenses associated with proper handling of the materials. If recycle market prices increase during the term of the agreement, Phoenix and Peoria would share the additional revenue at a 50/50 split. North Gateway Material Recovery Facility, 30205 N. Black Canyon Hwy.",,,1,1,,,adopted,This item was adopted.,,,,,,,https://www.youtube.com/watch?v=DXpLUWRvuaI,https://phoenix.legistar.com/View.ashx?M=E2&ID=1137951&GUID=472B0DA5-8E58-479D-91D0-1A3C1F7F8ACC&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,23-3130,https://phoenix.legistar.com/LegislationDetail.aspx?ID=6483858&GUID=9B1FB5DB-9DA8-4037-86DE-E00544E89D57&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C&Options=&Search=,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=A&ID=1137951&GUID=472B0DA5-8E58-479D-91D0-1A3C1F7F8ACC&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=M&ID=1137951&GUID=472B0DA5-8E58-479D-91D0-1A3C1F7F8ACC&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,Ordinance-G,,48,Authorize Revisions to Phoenix City Code Chapter 32 (Ordinance G-7218),"The National Flood Insurance Program (NFIP) Community Rating System (CRS) was implemented in 1990 as a voluntary program for recognizing and encouraging community floodplain management activities that exceed minimum NFIP standards. Under the CRS, flood insurance premium rates are discounted to reward community actions that meet the three goals of the CRS: During the City of Phoenix 2023 CRS Cycle Verification, it was discovered that a section of text related to mechanical and utility equipment was inadvertently removed with the previous revisions of Chapter 32B in May 2023. The amended language in the proposed ordinance meets the CRS Class 8 or better prerequisites for Act. 430 FRB - freeboard requirements (Attachment A). The amended language is necessary to remain CRS compliant. A summary of revisions to this chapters are as follows: Chapter 32B - Corrects minor typographical errors and replace text inadvertently removed with the previous revision in May 2023. Concurrence/Previous Council Action The City Council authorized revisions to Phoenix City Code Chapter 32 (Ordinance G-7116) on May 31, 2023.",,,0,1,,,adopted,"A motion was made by Vice Mayor Stark, seconded by Councilwoman O'Brien, that this item be adopted. The motion carried by the following vote:",,,Debra Stark,Ann O'Brien,,,https://www.youtube.com/watch?v=DXpLUWRvuaI,https://phoenix.legistar.com/View.ashx?M=E2&ID=1137951&GUID=472B0DA5-8E58-479D-91D0-1A3C1F7F8ACC&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,23-3089,https://phoenix.legistar.com/LegislationDetail.aspx?ID=6483853&GUID=95C050C7-FD23-4BF5-94A8-6FFF2E38E0A5&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C&Options=&Search=,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=A&ID=1137951&GUID=472B0DA5-8E58-479D-91D0-1A3C1F7F8ACC&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=M&ID=1137951&GUID=472B0DA5-8E58-479D-91D0-1A3C1F7F8ACC&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,Ordinance-S,,49,Wireless Mesh Radios - IFB 19-043 - Amendment (Ordinance S-50497),"The contract will provide wireless mesh radios for the Street Transportation Department which maintains a hybrid fiber/wireless network for communications between the Traffic Management Center and field devices located at more than 1,100 signalized intersections to monitor signal timing throughout the City. The contract includes the purchase of radio equipment, management tools, training as well as hardware and software support, on-call remote, and on-site technical assistance to facilitate the continuing expansion of the ITS Fier/Wireless Network to all signalized intersections. This item has been reviewed and approved by the Information Technology Services Department. Upon approval, the contract will be extended through Feb. 19, 2025, with an option to extend through Feb. 19, 2026. The aggregate value of the contract will not exceed $6,750,000 and no additional funds are needed. Concurrence/Previous Council Action",,,1,1,,,adopted,This item was adopted.,,,,,,,https://www.youtube.com/watch?v=DXpLUWRvuaI,https://phoenix.legistar.com/View.ashx?M=E2&ID=1137951&GUID=472B0DA5-8E58-479D-91D0-1A3C1F7F8ACC&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,23-2752,https://phoenix.legistar.com/LegislationDetail.aspx?ID=6483835&GUID=9CFD7EE5-23FC-448F-BF32-CED663E0BAD3&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C&Options=&Search=,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=A&ID=1137951&GUID=472B0DA5-8E58-479D-91D0-1A3C1F7F8ACC&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=M&ID=1137951&GUID=472B0DA5-8E58-479D-91D0-1A3C1F7F8ACC&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,Ordinance-S,,50,Citywide General Construction - Job Order Contracting Services Amendment - 4108JOC209 (Ordinance S-50515),"The Contractors' services will be used on an as-needed basis to provide Job Order Contracting Services citywide that include general building/site construction remodeling, new building construction, re-roofing, HVAC installation, site enhancements, painting, improvements, and some project related design work. These amendments are necessary because the amount of work under these contracts continue to increase and the available capacity for each contractor is being utilized faster than anticipated. These contracts will also support the General Obligation bond projects beginning July 2024. These amendments will provide additional funds to the agreements. The term of the agreements remain unchanged from the original Notices to Proceed. Work scope identified and incorporated into the agreement prior to the end of the term may be agreed to by the parties, and work may extend past the termination of the agreement. No additional changes may be executed after the end of the term. Funding for these amendments is available in the citywide departments' Capital Improvement Program and Operating budgets. The Budget and Research Department will separately review and approve funding availability prior to the execution of any amendments. Payments may be made up to agreement limits for all rendered agreement services, which may extend past the agreement termination. Concurrence/Previous Council Action",,,1,1,,Citywide,adopted,This item was adopted.,,,,,,,https://www.youtube.com/watch?v=DXpLUWRvuaI,https://phoenix.legistar.com/View.ashx?M=E2&ID=1137951&GUID=472B0DA5-8E58-479D-91D0-1A3C1F7F8ACC&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,23-3135,https://phoenix.legistar.com/LegislationDetail.aspx?ID=6483860&GUID=8046515E-DE7A-410A-B43F-4B230AEFC8C9&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C&Options=&Search=,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=A&ID=1137951&GUID=472B0DA5-8E58-479D-91D0-1A3C1F7F8ACC&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=M&ID=1137951&GUID=472B0DA5-8E58-479D-91D0-1A3C1F7F8ACC&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,Ordinance-S,,51,"Aqua-Serv Engineering, Incorporated (Ordinance S-50494)","This agreement will provide monitoring and maintenance of the boiler systems for Wastewater Treatment. Aqua-Serv Engineering, Inc., will monitor and maintain the boiler systems in optimal working condition and ensure that the boiler is free of any fouling due to scale formation, biological growth or slime, and limit corrosion on equipment as outlined in the scope of work as directly connected to the boiler system. Procurement Information The recommendation was made using an Invitation for Bid procurement in accordance with Administrative Regulation 3.10. One vendor submitted a bid and is found to be responsive and responsible. Following and evaluation based on price, the procurement officer recommends award to the following vendor: Aqua-Serv Engineering, Incorporated - $1,100",,,1,1,,,adopted,This item was adopted.,,,,,,,https://www.youtube.com/watch?v=DXpLUWRvuaI,https://phoenix.legistar.com/View.ashx?M=E2&ID=1137951&GUID=472B0DA5-8E58-479D-91D0-1A3C1F7F8ACC&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,23-2097,https://phoenix.legistar.com/LegislationDetail.aspx?ID=6483832&GUID=2783C7F2-0C54-4D0C-A44C-5BC5CD87A691&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C&Options=&Search=,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=A&ID=1137951&GUID=472B0DA5-8E58-479D-91D0-1A3C1F7F8ACC&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=M&ID=1137951&GUID=472B0DA5-8E58-479D-91D0-1A3C1F7F8ACC&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,Ordinance-S,,52,"ARC Flash Analysis, Electrical Design and Inspection Services for Water Remote Facilities - Engineering Services - WS85400011 (Ordinance S-50498)","The purpose of this project is to conduct ARC flash hazardous analysis on all new motor control centers, switchgear, and power panels. In addition, each site is required to have a five year review of ARC flash hazardous analysis to determine if all the electrical gear is still in compliance with National Fire Protection Association 70E and that any changes are documented and re-analyzed. Black & Veatch Corporation's services include, but are not limited to: provide ARC flash hazardous testing services utilizing a professional electrical engineer, the ARC flash hazardous testing will include as-built existing single line diagrams, conducting load calculations for motor control centers, switchgear and power panels, have the knowledge to conduct a power system study and ground system testing, required to as-built existing control panels, be required to have a complete understanding and expertise of UL508 requirements, be required to participate on the Water Services Department (WSD) Process Controls Standards Committee and Arc Flash Hazard Analysis Committee, provide design support services consisting of presenting advice and technical consultations relative to installation techniques and procedures for City of Phoenix as needed, design meetings and project engineer demonstrations, support the engineer with research of existing conditions, conduct 30 percent, 60 percent, 90 percent and 100 percent reviews of the project plans and specifications, support the engineering consultants and contractors with the understanding of the WSD’s standards for electrical systems, and maintain and update WSD standards, coordinate design reviews and construction and commissioning inspections, and other requirements with the firm selected for Instrumentation and Control support services. Procurement Information The selection was made using a qualifications-based selection process set forth in section 34-603 of the Arizona Revised Statutes (A.R.S.). In accordance with A.R.S. section 34-6",,,1,1,,,adopted,This item was adopted.,,,,,,,https://www.youtube.com/watch?v=DXpLUWRvuaI,https://phoenix.legistar.com/View.ashx?M=E2&ID=1137951&GUID=472B0DA5-8E58-479D-91D0-1A3C1F7F8ACC&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,23-2767,https://phoenix.legistar.com/LegislationDetail.aspx?ID=6483836&GUID=3C66F9AF-F80F-4BC4-A561-0D004660C0C0&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C&Options=&Search=,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=A&ID=1137951&GUID=472B0DA5-8E58-479D-91D0-1A3C1F7F8ACC&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=M&ID=1137951&GUID=472B0DA5-8E58-479D-91D0-1A3C1F7F8ACC&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,Ordinance-S,,53,"Apply for Environmental Protection Agency, EPA Water Workforce Development Funding Opportunity: Phoenix Water Conservation Corps Grant Opportunity for Fiscal Year 2023-24 (Ordinance S-50510)","The Water Services Department (WSD) submitted a grant application to the Environmental Protection Agency (EPA) for a Water Workforce Development funding opportunity. This award would be used to fund a three-year program in which young adults in the Phoenix metro receive training opportunities and temporary employment through an applied bridge program, learning about water resources and lowering barriers to entry in the water work field by participating in project-based job duties and receiving relevant training. If awarded, the WSD would initiate a program of organizing the water conservation consultation opportunities throughout the City of Phoenix; Corps Members would perform water efficiency consultations and learn about water stewardship, allowing them to become future job candidates for water-related work. The Corps program would allow Phoenix to create training opportunities, offer jobs for career entry and transition in the diverse field of water resources and natural resource management, and apply a community-based solution to help lower barriers for community-wide water savings. The program can help Phoenix to expand the applicant field for water-related work and help to ensure a resilient water work force for years to come. WSD projects a water savings of 5,720 acre-feet of water (or greater) because of only three years of the program's operation. The cumulative lifetime water savings is estimated to be as high as 29,000 acre-feet in twenty years. The grant programs would be phased in over the grant period (FY 2024-25 to FY 2025-26) with operation beginning as soon as possible. There is no deadline to use the awards, but the project timeline will last three years. The EPA Water Workforce Development grant submittal opportunity was Nov.17, 2023. Due to the timing of the deadline put forth by EPA, WSD submitted an application prior to obtaining City Council approval. If City Council does not approve this retroactive request, the application will be withdrawn",,,1,1,,,adopted,This item was adopted.,,,,,,,https://www.youtube.com/watch?v=DXpLUWRvuaI,https://phoenix.legistar.com/View.ashx?M=E2&ID=1137951&GUID=472B0DA5-8E58-479D-91D0-1A3C1F7F8ACC&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,23-3091,https://phoenix.legistar.com/LegislationDetail.aspx?ID=6483854&GUID=EAD7DA6F-40AB-489C-9DC9-4BD7D7CFC634&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C&Options=&Search=,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=A&ID=1137951&GUID=472B0DA5-8E58-479D-91D0-1A3C1F7F8ACC&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=M&ID=1137951&GUID=472B0DA5-8E58-479D-91D0-1A3C1F7F8ACC&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,,PLANNING AND ZONING MATTERS,,,,0,,,,,,,,,,,,https://www.youtube.com/watch?v=DXpLUWRvuaI,https://phoenix.legistar.com/View.ashx?M=E2&ID=1137951&GUID=472B0DA5-8E58-479D-91D0-1A3C1F7F8ACC&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,,,,,,,,
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=A&ID=1137951&GUID=472B0DA5-8E58-479D-91D0-1A3C1F7F8ACC&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=M&ID=1137951&GUID=472B0DA5-8E58-479D-91D0-1A3C1F7F8ACC&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,Zoning Plat,,55,Final Plat - Replat of Phoenix Central Station - PLAT 220102 - Northwest Corner of Central Avenue and Van Buren Street,Staff requests that the above plat be approved by the City Council and certified by the City Clerk. Recording of the plat dedicates the streets and easements as shown to the public. Generally located northwest corner of Central Avenue and Van Buren Street This item is submitted by Deputy City Manager Alan Stephenson and the Planning and Development Department.,,,1,1,,,approved,This item was approved.,,,,,,,https://www.youtube.com/watch?v=DXpLUWRvuaI,https://phoenix.legistar.com/View.ashx?M=E2&ID=1137951&GUID=472B0DA5-8E58-479D-91D0-1A3C1F7F8ACC&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,23-3193,https://phoenix.legistar.com/LegislationDetail.aspx?ID=6483874&GUID=FF9971DE-1575-4502-8A43-CDB230007391&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C&Options=&Search=,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=A&ID=1137951&GUID=472B0DA5-8E58-479D-91D0-1A3C1F7F8ACC&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=M&ID=1137951&GUID=472B0DA5-8E58-479D-91D0-1A3C1F7F8ACC&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,Zoning Plat,,54,Final Plat - Seasons at Baker Farms - PLAT 220020 - Northwest Corner of McDowell Road and 79th Avenue,Staff requests that the above plat be approved by the City Council and certified by the City Clerk. Recording of the plat dedicates the streets and easements as shown to the public. Generally located at the northwest corner of McDowell Road and 79th Avenue This item is submitted by Deputy City Manager Alan Stephenson and the Planning and Development Department.,,,1,1,,,approved,This item was approved.,,,,,,,https://www.youtube.com/watch?v=DXpLUWRvuaI,https://phoenix.legistar.com/View.ashx?M=E2&ID=1137951&GUID=472B0DA5-8E58-479D-91D0-1A3C1F7F8ACC&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,24-0005,https://phoenix.legistar.com/LegislationDetail.aspx?ID=6483877&GUID=86001E1C-F24B-43A5-A6BF-C66B544755EB&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C&Options=&Search=,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=A&ID=1137951&GUID=472B0DA5-8E58-479D-91D0-1A3C1F7F8ACC&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=M&ID=1137951&GUID=472B0DA5-8E58-479D-91D0-1A3C1F7F8ACC&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,Zoning Ordinance & Public Hearing,,59,"***ADDITIONAL INFORMATION (SEE ATTACHED MEMO)*** (CONTINUED FROM SEPT. 6 AND NOV. 1, 2023) - Public Hearing - Amend City Code - Ordinance Adoption - Parking Reductions for Multifamily Developments - Z-TA-8-23-Y (Ordinance G-7161)","The intent of the proposed text amendment is to reduce parking requirements for multifamily developments. Related definitions have been revised and/or deleted, with new definitions provided as necessary; “passenger loading space” and “passenger loading zone” has been added for use with the Walkable Urban code, together with proposed development standards; and parking requirements have been reduced for multifamily developments as detailed in the Staff Report (Attachment B). Applicant: City of Phoenix, Planning Commission Representative: City of Phoenix, Planning and Development Department Staff Recommendation: Approval of Z-TA-8-23-Y as shown in Exhibit A of the Staff Report (Attachment B). VPC Info: Eleven of the 15 Village Planning Committees (VPCs) heard this item for information only throughout June, as reflected in Attachments C and D.",,,0,1,,,adopted,"The hearing was held. A motion was made by Vice Mayor Stark, seconded by Councilwoman Ansari, that this item be approved per the Jan. 10, 2024 memo from the Planning and Development Department Director, with adoption of the related ordinance. The motion carried by the following vote:",,,Debra Stark,Yassamin Ansari,,,https://www.youtube.com/watch?v=DXpLUWRvuaI,https://phoenix.legistar.com/View.ashx?M=E2&ID=1137951&GUID=472B0DA5-8E58-479D-91D0-1A3C1F7F8ACC&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,23-2797,https://phoenix.legistar.com/LegislationDetail.aspx?ID=6483837&GUID=7B8EA491-7AEF-4C2D-8CE1-32BBBAB93356&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C&Options=&Search=,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=A&ID=1137951&GUID=472B0DA5-8E58-479D-91D0-1A3C1F7F8ACC&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=M&ID=1137951&GUID=472B0DA5-8E58-479D-91D0-1A3C1F7F8ACC&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,Zoning Ordinance & Public Hearing,,58,Public Hearing and Ordinance Adoption - Planning Hearing Officer Application PHO-1-23--Z-SP-5-21-7 - Approximately 100 Feet West of the Northwest Corner of 59th Avenue and Lower Buckeye Road (Ordinance G-7220),"Application: PHO-1-23--Z-SP-5-21-7 Existing Zoning: C-2 SP Owner: Aamerco Real Estate Company Applicant/Representative: EPS Group, Inc. 1. Modification to Stipulation 1 regarding general conformance with building elevations date stamped Nov. 16, 2021.",,,0,1,,,adopted,"The hearing was held. A motion was made by Councilwoman Ansari, seconded by Vice Mayor Stark, that this item be approved per the Planning Hearing Officer's recommendation, with adoption of the related ordinance. The motion carried by the following vote:",,,Yassamin Ansari,Debra Stark,,,https://www.youtube.com/watch?v=DXpLUWRvuaI,https://phoenix.legistar.com/View.ashx?M=E2&ID=1137951&GUID=472B0DA5-8E58-479D-91D0-1A3C1F7F8ACC&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,23-3111,https://phoenix.legistar.com/LegislationDetail.aspx?ID=6483856&GUID=91E1079B-6B71-4468-A596-F4D7AEBDA25D&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C&Options=&Search=,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=A&ID=1137951&GUID=472B0DA5-8E58-479D-91D0-1A3C1F7F8ACC&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=M&ID=1137951&GUID=472B0DA5-8E58-479D-91D0-1A3C1F7F8ACC&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,,"REPORTS FROM CITY MANAGER, COMMITTEES OR CITY OFFICIALS",,,,0,,,,,,,,,,,,https://www.youtube.com/watch?v=DXpLUWRvuaI,https://phoenix.legistar.com/View.ashx?M=E2&ID=1137951&GUID=472B0DA5-8E58-479D-91D0-1A3C1F7F8ACC&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,,,,,,,,
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=A&ID=1137951&GUID=472B0DA5-8E58-479D-91D0-1A3C1F7F8ACC&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=M&ID=1137951&GUID=472B0DA5-8E58-479D-91D0-1A3C1F7F8ACC&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,,000 CITIZEN COMMENTS,,,,0,,,,,,,,,,,,https://www.youtube.com/watch?v=DXpLUWRvuaI,https://phoenix.legistar.com/View.ashx?M=E2&ID=1137951&GUID=472B0DA5-8E58-479D-91D0-1A3C1F7F8ACC&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,,,,,,,,
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=A&ID=1137951&GUID=472B0DA5-8E58-479D-91D0-1A3C1F7F8ACC&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=M&ID=1137951&GUID=472B0DA5-8E58-479D-91D0-1A3C1F7F8ACC&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,,ADJOURN,,,,0,,,,,,,,,,,,https://www.youtube.com/watch?v=DXpLUWRvuaI,https://phoenix.legistar.com/View.ashx?M=E2&ID=1137951&GUID=472B0DA5-8E58-479D-91D0-1A3C1F7F8ACC&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,,,,,,,,
